@relation TrainingData

@attribute text string
@attribute class {FAKE, REAL}

@data
"Trump doubles down in naming a combative true believer as campaign chief", REAL
"Romania Points Out Flaws With U.S. Election To Encourage Citizens To Vote", FAKE
"Clinton turns Trump attacks up to 11", REAL
"Laura Bush hints she'd rather see Hillary as president", REAL
"Project Veritas: Scott Foval Reveals Who Was Really Behind the Romney 47% Video", FAKE
"Clinton’s Lead Has Evaporated in Nevada and Her Supporters Are Panicking", REAL
"Police Violence Escalates As Provocateurs Infiltrate Standing Rock, #NoDAPL Protests", FAKE
"Carl G. Jung Attitude Types and the Sash of Solitude", FAKE
"Hillary Clinton isn’t running unopposed. She’s just crushing the competition.", REAL
"What history tells us about the health of presidents and candidates", REAL
"Giuliani on FBI’s exoneration of Hillary: ‘We are supposed to be a country of justice’", FAKE
"5 Things To Know About Mike Pence Before Tuesday's Debate", REAL
"Debate night: The media want a Trump fight, with blood and bruises", REAL
"Hillary Reboots ‘Vast Right-Wing Conspiracy’ Playbook", FAKE
"Tokyo could ban US troops from stationing on disputed isles", FAKE
"Russia deploys missiles in Syria after Turkey shoots down bomber", REAL
"Migrants Refuse To Leave Train At Refugee Camp In Hungary", REAL
"Will Wednesday’s GOP debate move the discourse from flash to substance?", REAL
"Watching These 55 ISIS Terrorists Get Blown to Smithereens is Sure to Brighten Your Day", FAKE
"Retired Bishop Explains Why The Catholic Church Invented Hell [Watch]", FAKE
"Hillary Clinton accepts nomination with 'boundless confidence in America's promise'", REAL
"PHARRELL WILLIAMS BEGS WOMEN TO VOTE HILLARY: SHE’S DISHONEST, BUT SO ARE YOU", FAKE
"Strong Solar Storm, Tech Risks Today | S0 News Oct.26.2016 [VIDEO]", FAKE
"Hillary PANDERS to Black and Hispanic Radio Hosts Claiming RAP “Influenced her” and MEXICAN FOOD is her “Favorite” – TruthFeed", FAKE
"Shiite militia says it is close to Tal Afar, which Turkey has warned is off limits", FAKE
"I dare you to restrain yourself from laughing at Trump and Hillary in a stronger hot show", FAKE
"Obama administration stops work on immigrant program", REAL
"Re: Something lighter: ‘Shiny’ legs optical illusion goes viral", FAKE
"Hillary Clinton's shrinking email defense", REAL
"Common painkillers linked to increased heart failure risk", FAKE
"Trump Threatens Lawsuit Against Slanted New York Times", REAL
"Obama should act with restraint on court: Jonathan Turley", REAL
"Clinton “Fixer”: I Spiked Damaging Stories for Sexually Depraved, Morally Corrupt Hillary", FAKE
"A List of Best Password Managers Offering Both Free and Premium Services", FAKE
"The REAL REASON Hillary Was Not Prosecuted For Her Email Scandal Will Infuriate You", FAKE
"Dems open convention without Wasserman Schultz", REAL
"“Brexit means Clusterfuck” confirms Prime Minister", FAKE
"DAMNING Clinton Footage Leaks DAYS Before Election – SEE IT BEFORE IT'S DELETED", FAKE
"Almost 100 Missing After Boat Carrying Migrants Sinks Off Libyan Coast", FAKE
"As Flint Suffers, Nestlé Plans Dramatic Expansion of Water Privatization in Michigan", FAKE
"Obama’s trip to Ethiopia alarms some human rights activists", REAL
"21 THINGS WE’VE LEARNED ABOUT HILLARY CLINTON FROM WIKILEAKS THAT THE MSM WON’T SHARE…BUT YOU CAN!", FAKE
"Does blood on shoe link suspect to Washington slayings?", REAL
"Behind The Shortage Of Special Ed Teachers: Long Hours, Crushing Paperwork", REAL
"Dr. Duke and Andrew Anglin discuss the most important vote and election of our lives!", FAKE
"Wikileaks", FAKE
"Does Bernie Sanders really want to win? Three Democratic debate takeaways", REAL
"Ep. 544 FADE to BLACK Jimmy Church w/ Laura Eisenhower : Restoring the Balance [VIDEO]", FAKE
"Ireland's historic vote for marriage equality prompts amazing Twitter celebration", REAL
"US faces calls to ‘walk away’ from Iran talks", REAL
"FBI expands probe of Clinton emails, launches independent classification review", REAL
"Would Earth Day’s creator have celebrated this Earth Day?", REAL
"Magnificent Jellyfish Gardens Purify The Water While Growing Food", FAKE
"Congress inches closer to cliff", REAL
"New French Law Makes It Illegal To Contact Employees After Work Hours", FAKE
"Why you should be skeptical of wacky new studies about what sways elections", REAL
"High Court Judges looking for a Truss to support them. More soon.", FAKE
"Fiorina: Breakout debate performance has sparked 'uptick' in financial support", REAL
"CBS Colorado Investigation Shows People Voting Twice, The Dead Voting", FAKE
"Hacking Accusations Against Russia Are Sign of Washington's Desperation", FAKE
"FBI Getting Warmer: Pay-to-Play", FAKE
"Obamacare's unlikely No. 1 city", REAL
"Erdogan Checks in with Obama Before Bombing Syria", FAKE
"Dozens Of Syrian Children Dead After Receiving Measles Vaccinations", FAKE
"“MODERATE” INDONESIA: Protest against a Christian governor turns violent as more than 100,000 Muslims demand death for Christian governor who “blasphemed” Islam", FAKE
"Trump spurs some conservative leaders to step back from the GOP", REAL
"Donald Trump Tops 30% in /ORC poll", REAL
"Let’s dispel with this notion that Donald Trump knows what he’s doing", REAL
"#NoDAPL: Angry Man Fires 7 Shots Into Air Near Standing Rock Water Protectors", FAKE
"Obama's Trade Agenda Clears Key Senate Hurdle", REAL
"Anti-Communist Group Makes Their First Ever Endorsement Toward The Donald.. Media Silent", FAKE
"If this is what a “Rubio surge” looks like, Republicans really are screwed", REAL
"Hillary Personally Ordered ‘Donald Duck’ Troll Campaign", FAKE
"Democrats scramble for pivotal bloc in the next 2 contests: Minority voters", REAL
"Young Fellas Made Of Nothing These Days, Finds Scientific Study", FAKE
"Iowa's secretary of state rips Ted Cruz over campaign mailer", REAL
"Even Doctors Are Surprised: This Recipe Renews The Knees And Joints!", FAKE
"Shi’ite Militias Join Iraq’s Mosul Attack", FAKE
"Gambling on the Unknowable Trump", FAKE
"Hillary’s Crime Family: End Of Days For The U.S.A.", FAKE
"These New Solar Panels Use Sunlight to Create Clean Drinking Water from the Air", FAKE
"State parties can reduce polarization and improve the political system | Institution", REAL
"Now More Than Ever, We Must Tell the Truth About the Iraq War", FAKE
"Adelson's Review-Journal Gives Trump First Major Endorsement", REAL
"Trump’s Gettysburg Address against the New World Order", FAKE
"The State Department hasn’t been authorized in 13 years", REAL
"Mormon Exodus: Trump, Clinton Tied in Utah at 26%, McMullin 22%, Johnson 14%", REAL
"Israel hawks to Pope Francis: Stay out of politics", REAL
"Kerry: World leaders take step to end Syria war and spreading terror concerns, but disagreements persist", REAL
"Germany: Children in one school required to chant ‘Allahu Akbar’, in another, Christian events eliminated", FAKE
"Why Trump Won and Why Clinton Lost    :", FAKE
"Ever Google Yourself? Do a “Deep Search” Instead, but brace yourself for the results", FAKE
"“Well It Was Nice While It Lasted” – Democracy", FAKE
"The US Elections Do Matter But Not Necessary To Follow Them – Sheikh Imran Hosein", FAKE
"Are Tensions With Russia Even Real?", FAKE
"Sex and the Presidential City", FAKE
"US Abstains From UN Vote Against Cuba Embargo", FAKE
"Ukraine wants UN to label Russia as a sponsor of terrorism", REAL
"Four big takeaways from Trump's 'Acela Primary' triumph", REAL
"Obamacare Premiums Spike an Average of 25%!", FAKE
"What Hillary Clinton Needs to Tell Voters Who Don’t Want to Have a Beer With Her", REAL
"Warming of oceans due to climate change is unstoppable, say US scientists", REAL
"The Email Mess, Comey’s quandary and the expanding brawl in Washington", FAKE
"BREAKING: Since Donald Trump Won The Presidency Ford Shifts Truck Production From Mexico To Ohio", FAKE
"Health Ranger to launch revolutionary, certified organic, non-GMO preparedness food line this Thursday", FAKE
"PayPal Founder Blasts Corrupt Media, Intolerant Left, Defends Trump", FAKE
"Four ways to fix American politics", REAL
"Al Gore Made Nearly $200 Million from the Global Warming Scam — Likely to Become the World's First 'Carbon Billionaire'", FAKE
"Clintons Are Under Multiple FBI Investigations as Agents Are Stymied", FAKE
"Police shooting of Antonio Zambrano-Montes in Washington state could be the next Ferguson", REAL
"Reince Priebus is in over his head", REAL
"Doctors Restore Ken Burns’ Full-Color Vision After Removing Massive Tumor From Filmmaker’s Visual Cortex - The Onion - America's Finest News Source", FAKE
"Democrats see map and math working to their advantage in 2016 Senate races", REAL
"VIDEO: Watch Newt Gingrich UNLOAD on Megyn Kelly Over Trump", FAKE
"The “blame the left” crew: What the right’s new Hebdo attack is really about", REAL
"Chris Christie landslide: Template for a Republican presidential win in 2016? (+video)", REAL
"Vicar sacked over orgies, hookers & porn after wife exposes his double life", FAKE
"Guess Who Ordered Hillary To Leave Our Men To Die In Benghazi", FAKE
"Clinton Enters Fall With Key Advantages in White House Race", REAL
"Russia May Deny LGBT Driver's Licenses", REAL
"Feds: 275,000 Born to Illegals in One Year, Would Fill City the Size of Orlando", FAKE
"Jeb Bush Is Suddenly Attacking Trump. Here's Why That Matters", REAL
"Top US General Pleads With Troops Not To Revolt Over 2016 (VIDEO)", FAKE
"Republicans Very Troubled By Clinton Donors See No Conflict With Their Own Dark Money", REAL
"The Resentments Trump Represents", FAKE
"US military commander: Russian military ‘far more capable’ than Soviet Union’s", REAL
"Donald Groped Hillary in 2005! Trump and Weiner Sext Each Other!", FAKE
"Mired in third, Marco Rubio prepares for a long, drawn-out Republican race", REAL
"In Rand Paul and Marco Rubio’s feud over Cuba policy, a preview of GOP’s 2016 foreign policy debate", REAL
"PAY TO PLAY : Hillary’s Two Big Favors For Morocco Netted Her $28 Million – TruthFeed", FAKE
"Why Sen. Mitch McConnell won’t budge on the Supreme Court nomination", REAL
"GOP’s demonic new crusade: Right-wing zealots look for even crueler ways to treat the poor like garbage", REAL
"Liberty or State Control? You Decide", FAKE
"Comment on Leaked Email: ‘If She Wins, Hillary Will Own The Supreme Court for the Next 30 to 40 Years’ by mildred.kraus", FAKE
"Bernie Sanders Says Bill Clinton Owes Americans an Apology", REAL
"FBI Director may be sacked for intrusion into elections", FAKE
"How far can campaigns go to win support from a Republican delegate?", REAL
"House GOP leaders unveil two-year budget deal with White House", REAL
"Scientists Fascinated By Lake Under The Sea: Those Who Enter Never Come Out [Watch]", FAKE
"Donald Trump’s Shockingly Weak Delegate Game Somehow Got Even Worse", REAL
"Hillary's 33,000 emails might not be 'missing' after all", FAKE
"The House’s new conservative politburo", REAL
"Hillary Clinton in HUGE Trouble After America Noticed SICK Thing Hidden in this Picture... * LIBERTY WRITERS NEWS", FAKE
"Prime Minster John Key caught channeling millions of dollars of taxpayer's money to 'ethically compromised' Clinton Foundation", FAKE
"Bob Dole on Ted Cruz: 'Nobody likes him'", REAL
"Clinton campaign: WikiLeaks hack gets ‘closer and closer to the Trump campaign’", REAL
"Trump Is Wrong About Terrorism and Immigration", REAL
"Podesta relative earned six-figure fees lobbying Clintons State Dept. during his tenure there", FAKE
"President Obama wants to disarm America", REAL
"US ‘Laying Groundwork’ For Raqqa Offensive In Syria", FAKE
"Body parts found in suitcase left on sidewalk", REAL
"Netanyahu blasts Obama's Iran nuclear deal", REAL
"Why hydrogen peroxide should be in every home", FAKE
"FBI Assistant Director Goes Rogue, Stabs Hillary in the Back on National TV", FAKE
"Is this not just the PERFECT icing on the #OctoberSurprise cake?", FAKE
"Did You Notice Anything Different In The MSM Lately?", FAKE
"Georgia Abandons Ukraine's Anti-Russian Obsession - Archil Sikharulidze", FAKE
"The 1 chart that explains everything you need to know about partisanship in America", REAL
"Contaminated Food from China Now Entering the U.S. Under the 'Organic' Label", FAKE
"Comment on Will Michelle Obama Be The Replacement Nominee If The FBI Email Investigation Ends Hillary Clinton’s Campaign? by marlene", FAKE
"Trump Livid After Beyonce And Jay Z Support Hillary, Explodes With Rage", FAKE
"Terror trail? Feds probe digital profile of SoCal massacre suspects", REAL
"Why presidential candidates' faith matters less and less to voters", REAL
"Donald Trump to Ben Carson: You’re Fired… From My VP Team", REAL
"US Not Ruling Out Daesh Involvement in Afghanistan Offensive", FAKE
"Poll: 41 percent of voters say election could be ‘stolen’", FAKE
"Neither Dictator nor King", REAL
"Walker forms political committee, says he's 'very interested' in 2016 bid", REAL
"The 2016 election in 5 easy charts", REAL
"Russia’s Most Potent Weapon: Rapidly “Hoarding Gold” As Global Currency War Is Upon Us", FAKE
"The Devastating Consequences Of A 'Small' Rise In Global Temperatures", REAL
"Clinton, FBIGate and the true depth of the ObamaGeddon", FAKE
"Rick Rule", FAKE
"Muslims Start Chanting Allah On Plane, Flight Attendant Quickly Shuts Them Up", FAKE
"Clinton 'does not recall' ordering destruction of emails from personal server in testimony", REAL
"Top Democratic economists don't think much of Bernienomics. He doesn’t care.", REAL
"Comment on Leaked Audio Catches Clinton Red-Handed Talking About Rigging Elections by john smith", FAKE
"Paul Manafort resigns from Trump campaign", REAL
"Dozens of intelligence analysts reportedly claim assessments of ISIS were altered", REAL
"Report: It Still Nowhere Near Okay To Act Like Donald Trump - The Onion - America's Finest News Source", FAKE
"Trump warning: the start of World War III and ISIS", FAKE
"Democrats begin search for candidate who knows how to use email", FAKE
"Calif., Ore. allow women to get birth control without a prescription", REAL
